"PWGTP","ESR","MAR","MIG","SEX","SCH","SCHG","SCHL","AGEP","HINCP","PINCP"
28,1,1,1,1,1,0,17,26,113130,60000
62,1,5,1,2,1,0,19,39,161700,36000
109,1,5,3,1,1,0,16,31,126000,38000
17,6,1,1,2,1,0,22,72,102080,70400
179,6,2,1,1,1,0,19,71,131000,131000
33,6,1,1,2,1,0,24,61,88000,20000
103,1,3,1,1,1,0,16,56,36700,36700
69,1,1,1,1,1,0,21,48,168000,90000
39,1,4,1,2,1,0,18,55,90500,45500
90,6,1,1,2,1,0,20,29,85000,0
55,1,1,1,1,1,0,18,38,90000,50000
107,1,1,1,2,1,0,20,64,100500,44900
63,6,1,1,2,1,0,21,73,88000,40900
59,3,5,1,1,1,0,1,25,53600,9600
140,1,5,1,2,1,0,22,44,184000,184000
102,1,3,1,1,1,0,18,65,35000,35000
157,3,5,1,1,1,0,16,22,32500,18700
64,1,1,1,2,1,0,19,46,169000,55000
132,1,1,1,1,1,0,11,52,39600,31200
100,1,4,1,2,1,0,17,27,85800,40300
80,6,1,1,1,1,0,16,65,64000,26000
51,6,1,1,2,1,0,15,76,38200,34900
94,1,1,1,1,1,0,16,52,100000,100000
16,1,1,1,2,1,0,16,70,35600,5600
188,1,1,1,2,1,0,21,39,184000,4000
106,6,1,1,2,1,0,18,70,65600,11000
48,1,5,1,2,1,0,20,56,73000,73000
35,1,1,1,2,1,0,22,34,115650,64650
165,1,1,1,2,1,0,16,52,267000,40000
33,0,5,1,2,2,5,6,8,30000,-19999
46,6,5,1,1,1,0,17,71,108000,108000
23,1,1,1,1,1,0,20,58,301000,301000
59,0,5,0,1,0,0,0,0,225000,-19999
51,1,1,1,1,1,0,22,52,400000,250000
18,6,1,1,2,1,0,21,58,85000,0
32,3,1,1,2,1,0,17,50,34900,0
87,6,1,1,1,1,0,21,71,89200,27200
137,3,5,1,1,3,15,21,23,2800,2000
311,1,3,1,2,1,0,16,33,136000,36000
105,1,1,1,1,2,15,21,57,207800,159800
93,0,5,1,1,0,0,0,1,161200,-19999
104,6,1,1,2,1,0,21,54,30000,0
76,6,5,1,2,1,0,20,51,-60000,14000
180,0,5,1,2,2,2,3,6,30000,-19999
50,1,1,1,2,1,0,16,55,124000,28000
64,6,5,1,2,1,0,15,17,266000,0
43,1,5,1,2,1,0,21,27,128000,50000
113,1,1,1,2,1,0,20,42,136200,65000
34,1,1,1,2,1,0,21,48,231200,30000
33,6,5,1,2,1,0,24,76,93000,93000
145,1,3,3,2,2,16,21,27,71000,71000
162,3,5,1,1,1,0,17,46,52100,8200
208,1,5,1,1,1,0,21,26,57300,4300
141,1,1,1,2,1,0,16,56,181100,80000
57,0,5,1,1,2,5,6,8,11320,-19999
55,1,1,1,2,1,0,22,37,350000,165000
83,0,5,1,2,1,0,1,3,150000,-19999
82,1,3,3,1,1,0,20,36,110000,110000
25,1,1,1,1,1,0,22,41,48000,48000
62,6,3,1,1,1,0,16,69,9500,9500
100,1,1,1,1,1,0,21,67,141200,95600
19,1,1,1,2,2,16,21,36,225000,95000
114,1,1,1,1,1,0,19,60,236200,113000
407,0,5,1,2,2,1,2,5,98000,-19999
168,1,5,1,2,1,0,18,20,163000,36000
42,6,5,1,2,1,0,21,73,105500,105500
35,1,5,3,1,1,0,21,31,200000,85000
84,1,5,1,2,1,0,22,38,44000,32000
105,1,5,1,2,1,0,15,45,90000,60000
116,1,1,1,1,1,0,22,45,373500,320000
32,6,5,1,2,1,0,16,88,-60000,7500
152,6,1,1,2,1,0,18,44,191000,0
41,1,5,1,2,1,0,21,32,290600,90000
25,6,1,1,2,1,0,16,72,38400,8400
36,1,5,1,1,1,0,21,37,15000,15000
93,1,1,1,1,1,0,22,47,315000,225000
84,1,1,1,1,1,0,20,55,246300,113000
51,6,1,1,2,1,0,21,63,80000,10000
101,6,1,3,1,1,0,21,82,84220,73200
41,0,5,1,2,2,11,12,15,93400,0
59,1,3,1,1,1,0,21,47,173680,37000
62,6,5,3,2,2,15,16,20,-60000,0
90,1,1,1,1,1,0,22,59,189000,189000
89,0,5,1,2,0,0,0,2,65000,-19999
52,1,5,1,1,1,0,21,33,215000,130000
154,3,1,1,2,1,0,20,47,127000,40000
130,6,5,1,2,2,14,14,17,118500,0
132,0,5,1,2,0,0,0,2,107300,-19999
170,1,5,1,1,1,0,16,20,150900,26000
93,1,1,1,2,1,0,21,52,190000,32000
24,1,1,1,1,1,0,20,57,166000,85000
49,1,1,1,1,1,0,19,38,255000,55000
89,0,5,1,2,3,4,5,8,130400,-19999
25,1,3,1,1,1,0,20,62,78000,78000
22,0,5,1,1,2,11,11,14,100600,-19999
69,6,1,1,1,1,0,21,69,102800,61100
24,1,5,1,1,1,0,22,35,88000,12600
66,1,5,3,1,1,0,16,22,121300,14400
124,6,1,1,2,1,0,22,30,158000,0
47,6,5,1,1,2,11,12,16,74000,6000
81,1,1,1,1,1,0,21,29,227000,130000
188,0,5,1,2,2,8,8,11,143680,-19999
83,0,5,0,1,0,0,0,0,95200,-19999
62,6,2,1,2,1,0,15,75,31400,31400
43,6,3,1,2,1,0,17,56,36000,0
52,0,5,1,2,0,0,0,1,486000,-19999
157,6,5,1,2,2,12,12,16,14800,0
115,1,1,1,1,1,0,19,52,70100,70000
87,1,1,1,2,1,0,21,62,107500,35000
14,6,1,1,1,1,0,21,76,178100,144100
61,1,5,1,2,1,0,15,48,95300,7300
48,6,1,1,2,1,0,16,81,163000,10700
9,1,1,1,1,1,0,16,58,104000,63000
23,1,1,1,2,1,0,22,28,134000,64000
14,0,5,1,1,0,0,0,1,86800,-19999
110,0,5,1,1,2,8,8,11,226000,-19999
38,6,5,3,1,2,15,18,19,-60000,4100
141,1,1,1,2,1,0,16,61,209500,135000
194,6,2,1,2,1,0,1,57,153200,24900
100,1,5,1,1,1,0,16,34,160500,72000
61,6,1,1,2,1,0,12,71,80800,13600
16,6,1,1,2,1,0,16,72,53580,21980
74,1,1,1,2,1,0,22,47,223200,122200
49,6,3,1,2,1,0,16,76,14400,14400
145,0,5,0,1,0,0,0,0,41000,-19999
96,0,5,0,2,0,0,0,0,4800,-19999
57,6,5,1,1,1,0,19,32,179180,180
85,6,3,1,2,1,0,22,72,93160,93160
32,0,5,1,2,0,0,0,2,74000,-19999
22,0,5,1,1,0,0,0,1,80000,-19999
90,0,5,1,1,2,8,8,12,140000,-19999
210,6,4,1,2,1,0,17,68,16900,16900
30,6,1,1,2,1,0,22,72,53850,11900
276,6,1,1,2,1,0,21,79,46600,20000
146,1,5,1,1,3,16,22,36,170000,70000
80,1,1,1,2,1,0,21,51,485000,100000
129,6,3,1,1,1,0,19,76,93400,23400
133,2,1,3,2,1,0,19,56,19200,7200
103,6,5,1,2,3,14,14,17,160000,0
83,1,1,1,1,1,0,16,45,88000,54000
54,1,3,1,2,1,0,16,58,120150,40130
76,1,1,1,1,1,0,22,58,284000,186000
115,1,1,1,1,1,0,20,56,251000,153000
9,3,5,1,2,2,15,16,19,-60000,2000
72,1,3,1,2,1,0,16,55,16800,4800
60,0,5,1,1,2,8,9,12,225600,-19999
248,6,1,1,1,1,0,15,56,9690,1900
32,1,1,1,1,1,0,15,52,110000,60000
85,1,1,1,1,1,0,21,44,252000,110000
124,1,5,3,2,1,0,18,23,75000,25000
197,1,1,1,1,1,0,21,58,193000,120000
421,6,3,1,2,1,0,21,69,76950,76950
33,0,5,1,1,2,12,13,15,85000,0
136,6,1,3,1,1,0,21,63,125000,50000
25,6,5,3,1,1,0,17,28,-60000,0
81,1,1,1,1,1,0,16,28,67500,67000
54,1,1,1,2,1,0,20,50,204500,79500
185,0,5,3,2,2,9,9,12,56400,-19999
304,1,1,1,2,1,0,16,66,85000,16000
13,1,1,3,1,1,0,16,58,91000,67000
63,1,3,1,2,1,0,19,62,37000,37000
57,2,1,1,1,1,0,20,67,49000,44000
69,6,1,1,2,1,0,16,69,36000,12000
67,1,3,1,2,1,0,16,33,60000,60000
166,6,5,1,1,1,0,15,43,19940,1300
56,6,1,1,1,1,0,15,64,16000,1400
75,0,5,1,2,0,0,0,1,148000,-19999
27,6,1,1,2,1,0,16,73,7200,3600
53,6,1,3,2,1,0,14,60,55300,0
400,1,1,1,1,1,0,18,33,130000,40000
50,6,5,1,2,3,15,16,19,-60000,2000
64,1,1,1,1,1,0,23,50,834000,559000
40,0,5,1,1,2,6,6,9,20000,-19999
378,0,5,1,2,2,11,11,15,107500,0
48,0,5,1,1,1,0,1,3,275400,-19999
24,1,1,1,1,1,0,21,53,350000,300000
70,1,1,1,1,1,0,22,34,309700,99000
52,1,1,1,1,1,0,21,57,250000,150000
110,1,1,1,2,1,0,22,38,338200,150000
58,6,1,1,2,1,0,19,68,97000,22000
63,6,5,1,1,1,0,9,25,181000,9600
64,6,1,1,2,1,0,21,40,74250,0
185,0,5,1,1,2,7,7,10,31600,-19999
338,1,1,1,2,1,0,24,38,240000,130000
12,1,1,1,2,1,0,21,36,78000,38000
79,6,3,1,2,1,0,21,56,16800,16800
165,0,5,1,2,2,6,7,10,96000,-19999
152,1,1,1,1,1,0,16,46,100000,100000
192,1,5,1,2,1,0,19,30,246300,47000
271,1,1,1,2,1,0,16,32,119400,87000
18,6,1,1,2,1,0,19,87,75400,17600
146,1,1,1,1,1,0,18,28,37000,5000
103,1,3,1,1,1,0,1,38,52100,52100
102,0,5,0,1,0,0,0,0,74000,-19999
157,0,5,1,1,2,10,10,13,68000,-19999
174,0,5,1,1,1,0,1,3,160500,-19999
32,6,5,1,1,2,15,20,20,65000,0
66,6,4,1,2,1,0,16,76,106300,21300
48,1,1,1,2,1,0,16,40,41600,20800
75,4,5,1,1,1,0,16,26,120250,60050
65,1,1,1,2,1,0,22,49,204000,110000
72,1,5,1,2,1,0,21,56,117500,117500
103,1,1,1,1,2,15,21,47,130000,130000
78,0,5,1,2,2,12,12,15,101900,0
40,1,1,1,2,1,0,16,55,170000,75000
341,1,1,1,2,1,0,18,59,241000,149000
5,6,5,3,2,2,15,19,19,-60000,190
96,1,1,1,2,1,0,22,55,372400,87400
64,1,1,1,1,1,0,21,65,130000,60000
19,1,1,1,1,1,0,18,32,21600,600
161,1,5,1,2,2,13,13,16,143500,3500
14,1,1,1,2,1,0,21,42,312000,200000
18,2,5,3,1,3,15,16,18,-60000,23700
71,6,1,1,2,1,0,16,59,15300,0
161,1,1,1,1,1,0,18,67,43000,30000
125,1,1,1,2,1,0,20,57,102000,27000
54,0,5,1,2,2,5,6,9,92000,-19999
32,1,1,1,1,1,0,21,59,683000,603000
135,0,5,1,2,0,0,0,2,100000,-19999
93,0,5,0,1,0,0,0,0,45300,-19999
20,1,5,1,1,1,0,16,40,428200,85000
50,6,2,1,2,1,0,16,82,28200,28200
53,3,3,1,2,1,0,18,41,44300,0
106,0,5,1,2,1,0,1,3,36500,-19999
77,1,2,1,2,1,0,19,68,154800,67800
71,6,2,3,2,1,0,15,87,16800,16800
55,1,1,1,1,1,0,22,53,330000,180000
57,1,1,1,2,1,0,19,58,106230,26550
47,6,1,1,1,1,0,21,72,244500,229000
71,1,1,1,2,1,0,21,47,371200,298100
37,6,5,1,2,1,0,21,68,49500,49500
149,1,1,1,1,1,0,21,27,165000,120000
60,1,5,1,2,1,0,21,47,62000,62000
35,1,1,1,2,1,0,19,56,124300,50000
25,6,1,1,2,1,0,8,41,61400,400
37,1,1,1,1,1,0,16,51,222900,36300
66,1,5,3,1,3,15,18,19,-60000,10000
60,6,1,1,2,1,0,20,67,137580,16800
27,6,1,1,2,1,0,1,52,66200,0
388,1,4,1,1,1,0,20,40,100000,100000
36,6,5,1,1,1,0,18,26,25000,0
29,1,1,1,1,1,0,16,61,143000,100000
76,3,5,1,1,2,15,18,19,323800,0
100,0,5,1,2,2,11,11,14,52000,-19999
83,6,2,1,1,1,0,20,75,64000,64000
48,6,1,1,2,1,0,18,77,88830,10600
197,1,1,1,1,1,0,19,56,295000,100000
102,6,1,1,2,1,0,16,64,675500,29000
54,1,5,1,1,1,0,21,58,150000,150000
290,1,5,1,1,1,0,15,30,83400,42000
90,1,1,1,2,1,0,16,67,230000,80000
29,1,3,1,1,1,0,16,43,91500,60000
66,6,1,1,2,1,0,16,75,76000,5800
84,6,5,1,1,2,15,20,20,130200,0
24,6,2,1,2,1,0,16,81,14500,14500
21,6,5,1,2,2,13,14,17,160500,5000
50,1,1,1,2,1,0,24,36,133000,78000
400,1,5,3,1,1,0,21,25,70030,30030
26,0,5,1,1,3,8,8,11,276200,-19999
121,1,1,1,2,1,0,21,39,155630,54600
124,0,5,1,2,2,4,4,8,235000,-19999
76,0,5,1,2,2,9,9,13,40000,-19999
58,1,5,1,2,1,0,19,42,46200,46200
41,6,3,1,2,1,0,19,68,147500,58000
130,6,2,1,2,1,0,22,78,2500,2500
76,1,1,1,1,1,0,23,33,364000,266000
124,0,5,1,1,2,10,10,14,158000,-19999
42,6,2,1,1,1,0,19,75,2000,2000
125,1,1,1,1,1,0,18,56,91600,24200
31,6,1,1,2,1,0,15,45,30000,0
47,0,5,1,1,3,1,2,4,39200,-19999
87,1,5,1,1,1,0,20,31,95000,35000
61,6,2,1,2,1,0,20,54,39800,36900
107,1,1,3,2,1,0,21,32,76000,40000
43,6,5,1,1,2,14,15,17,21600,0
40,1,5,1,2,1,0,21,54,106000,106000
31,1,5,3,1,1,0,20,24,54000,50000
174,0,5,1,2,2,8,8,12,176000,-19999
132,1,3,1,2,1,0,21,43,68000,68000
93,6,3,3,2,1,0,14,89,51900,13800
56,1,5,1,1,2,15,21,21,230000,15000
32,1,1,1,1,1,0,16,34,77000,27000
32,1,1,1,2,1,0,16,28,55000,15000
165,6,1,1,2,1,0,21,72,146500,16500
33,6,3,1,2,1,0,16,65,23000,23000
47,0,5,1,1,2,5,6,8,100000,-19999
95,6,5,1,1,1,0,16,48,99300,0
470,1,1,1,1,1,0,19,59,146000,76000
207,1,1,1,1,1,0,16,25,46000,46000
63,1,5,1,1,1,0,15,50,51000,51000
76,1,3,1,1,1,0,18,61,17100,15000
58,6,3,3,1,1,0,19,48,-60000,20400
56,1,1,1,2,1,0,21,50,307300,65000
70,1,5,3,1,1,0,21,25,51000,51000
35,0,5,1,1,2,5,5,8,140000,-19999
89,6,1,1,1,1,0,16,54,31130,130
49,1,5,1,2,1,0,24,67,28800,28800
99,6,1,1,2,1,0,21,66,60000,0
94,6,1,1,2,1,0,21,67,149000,40000
112,1,3,3,2,1,0,20,60,575000,115000
165,6,1,1,2,1,0,9,83,26400,8400
119,0,5,1,1,0,0,0,2,75000,-19999
85,1,1,1,2,2,15,16,60,83500,28500
175,1,1,1,1,1,0,16,52,77000,31000
108,1,1,1,1,1,0,16,25,239000,63000
37,1,3,1,2,1,0,20,58,13400,13400
47,0,5,1,1,2,3,4,7,90000,-19999
60,1,1,1,1,1,0,24,47,319400,115000
159,1,5,3,2,1,0,16,27,1,1
105,6,5,1,2,1,0,20,52,31500,8000
78,6,1,1,1,1,0,23,89,68300,57600
171,1,1,1,2,1,0,19,66,424000,174000
59,6,1,1,1,1,0,21,69,36700,17500
74,1,2,1,2,1,0,21,65,515600,515600
56,6,5,1,1,2,13,13,16,34500,2000
25,0,5,1,2,2,3,3,6,97500,-19999
89,6,3,1,2,1,0,19,74,174900,38900
110,6,1,1,2,1,0,21,44,104000,0
47,1,1,1,1,1,0,23,47,1190000,684000
438,0,5,1,2,2,7,7,11,230000,-19999
49,1,5,1,1,2,14,15,18,125770,10900
329,6,1,1,1,1,0,16,48,110400,0
129,1,1,1,2,1,0,21,65,368300,44000
76,6,1,1,1,1,0,16,76,70600,43100
49,1,1,1,2,1,0,21,63,225000,85000
194,1,1,1,1,1,0,16,65,35000,35000
58,6,1,1,2,1,0,19,62,37400,10700
26,1,1,1,2,1,0,18,28,78300,35000
39,6,5,1,1,2,14,14,17,251600,0
29,6,1,1,2,1,0,16,79,175340,17000
57,6,1,1,1,1,0,19,72,94200,67000
22,6,5,1,2,1,0,22,67,-60000,0
72,1,1,1,2,1,0,16,63,149000,19000
71,0,5,1,1,0,0,0,1,187000,-19999
13,6,1,1,2,1,0,21,68,71400,32400
193,6,1,1,1,1,0,21,64,128000,80000
124,6,3,3,2,1,0,16,74,-60000,19200
67,6,1,1,2,1,0,18,56,85400,1000
62,0,5,1,1,2,7,8,11,59000,-19999
45,6,2,1,2,1,0,16,67,142400,2200
54,6,1,1,2,1,0,16,78,42300,11400
52,6,5,1,1,2,14,14,17,228250,250
63,1,1,1,2,1,0,1,59,56600,5000
180,1,5,1,1,1,0,19,34,113000,38000
69,1,5,1,1,1,0,15,24,28100,8000
88,6,5,1,2,1,0,16,33,5100,5100
76,6,5,1,1,1,0,16,65,-60000,10290
37,0,5,1,2,2,9,9,12,0,-19999
72,0,5,1,2,2,5,5,9,43500,-19999
83,3,3,1,2,1,0,22,60,81000,81000
68,6,2,1,1,1,0,16,77,22700,12500
108,1,1,1,1,1,0,16,52,184000,110000
83,1,3,1,2,1,0,19,65,132300,132300
410,6,5,1,2,2,12,12,16,130000,0
445,6,2,1,2,1,0,21,81,74440,20000
84,2,3,1,1,1,0,18,66,38900,38900
139,0,5,1,1,3,1,2,4,65000,-19999
174,1,2,1,2,1,0,16,64,150100,44800
45,6,5,1,2,1,0,14,74,923100,15900
46,1,5,3,1,1,0,22,29,198100,198100
108,1,5,1,1,1,0,21,36,189000,93000
162,6,1,1,2,1,0,17,60,285700,0
15,6,5,1,2,2,14,14,17,109000,0
33,3,5,1,2,3,15,19,20,-60000,1200
73,6,1,1,1,1,0,21,59,148800,50000
76,6,1,1,1,1,0,21,75,85300,17100
65,1,5,1,2,2,15,20,27,18600,18600
50,6,5,1,2,1,0,17,53,42600,0
70,1,5,1,1,1,0,1,29,-60000,19200
91,1,1,1,1,1,0,17,32,93000,93000
89,1,5,3,1,1,0,21,28,80000,80000
32,1,1,1,1,1,0,17,47,236000,131000
40,0,5,1,2,0,0,0,1,102000,-19999
104,6,1,1,1,1,0,17,67,250700,36600
56,6,1,1,2,1,0,18,62,1200,1200
33,6,1,1,1,1,0,18,69,131600,113600
86,0,5,1,2,2,2,1,4,101400,-19999
60,1,1,1,2,1,0,21,29,185000,55000
35,0,5,1,2,2,12,12,15,340000,0
23,6,2,1,2,1,0,16,69,32600,12900
145,6,3,1,1,1,0,19,72,56400,56400
75,6,3,1,2,1,0,17,68,20200,20200
68,1,1,1,2,1,0,20,56,348000,55000
51,6,1,1,1,1,0,21,57,146200,0
27,1,1,1,2,1,0,21,56,164000,112000
162,6,1,1,1,1,0,16,82,39400,26200
173,6,2,1,2,1,0,11,77,213800,35700
49,1,5,1,1,1,0,16,30,253000,52000
16,6,1,1,2,2,15,16,32,80000,10000
136,1,1,1,2,1,0,22,28,89500,50000
138,6,1,1,2,1,0,16,55,17700,12300
80,1,1,1,2,1,0,21,32,48600,34100
35,6,5,3,1,2,13,13,16,78000,0
67,1,1,1,2,1,0,16,31,68000,10000
56,1,3,1,1,1,0,16,58,4800,4800
85,1,1,1,1,1,0,23,33,205000,150000
65,6,1,1,1,1,0,17,77,59600,31900
93,0,5,1,2,2,4,4,7,155890,-19999
22,1,1,1,2,1,0,21,32,96000,32000
61,6,1,1,2,1,0,22,67,236970,95500
72,6,1,1,2,1,0,16,76,93300,65500
72,1,5,1,2,1,0,16,18,81500,1500
71,6,5,3,1,2,15,18,19,-60000,34000
54,1,5,1,1,1,0,14,35,56000,45000
61,1,1,1,2,1,0,19,63,60000,40000
56,6,5,1,1,1,0,19,39,-60000,0
64,1,2,1,2,1,0,19,76,256800,256800
43,1,1,3,1,1,0,18,45,315800,241000
66,2,5,1,1,2,15,19,19,-60000,300
117,1,1,1,1,2,15,19,45,40000,40000
70,6,1,1,1,2,16,21,82,297000,108800
204,0,5,1,1,2,3,3,6,84000,-19999
31,1,1,1,2,1,0,16,65,2198200,1077000
194,6,1,1,1,1,0,16,68,3300,1700
93,6,2,1,1,1,0,18,81,39700,39700
46,6,2,1,2,1,0,19,76,27900,16200
207,6,5,1,1,2,15,16,18,202000,0
33,0,5,3,1,2,4,4,7,-60000,-19999
252,1,1,1,1,1,0,20,55,146060,80000
115,1,5,1,2,1,0,16,29,110000,42000
32,1,5,1,2,3,15,19,21,-60000,16000
49,6,1,1,2,1,0,22,60,419000,120000
37,1,1,1,2,1,0,20,41,116500,15000
59,1,5,1,1,1,0,16,50,447500,447500
382,6,1,1,1,1,0,14,63,85720,15600
343,1,5,1,1,1,0,20,28,47000,47000
50,0,5,1,1,0,0,0,2,0,-19999
73,1,1,1,1,3,15,22,59,650000,599000
74,0,5,1,1,2,4,5,8,100000,-19999
38,6,5,1,2,2,15,16,20,-60000,0
204,1,5,3,1,1,0,17,31,74000,37000
53,6,5,1,2,1,0,16,82,60200,60200
103,1,1,1,1,1,0,14,44,39000,12000
287,6,5,1,1,1,0,17,24,0,0
47,6,1,1,2,1,0,22,89,-60000,73400
80,1,3,1,2,1,0,20,65,46730,46730
58,1,1,3,1,1,0,18,45,222000,86000
7,6,1,1,2,1,0,22,76,92500,37500
82,1,1,3,1,1,0,21,32,118600,60000
48,1,1,1,1,1,0,21,41,123360,122510
409,1,5,1,2,1,0,21,30,27000,27000
60,0,5,1,2,0,0,0,1,75400,-19999
112,1,5,3,2,1,0,21,24,664900,35000
24,1,1,1,1,1,0,16,36,84700,72000
118,1,1,1,2,1,0,21,28,77000,65000
116,1,3,1,2,1,0,16,64,72000,72000
215,6,5,1,2,1,0,21,26,170000,0
102,6,5,3,1,1,0,17,57,-60000,0
96,1,1,1,1,1,0,21,49,122400,64000
111,1,1,1,2,1,0,22,49,346000,178000
125,1,5,1,2,1,0,21,28,267000,72000
55,6,1,1,1,1,0,16,72,133000,19400
48,1,1,1,2,1,0,24,39,248000,98000
52,1,1,3,2,1,0,21,38,515000,215000
118,1,1,1,1,2,15,20,29,148000,88000
92,1,1,3,1,1,0,16,28,147100,36000
49,1,1,1,2,1,0,21,55,255000,120000
30,1,1,1,1,1,0,1,40,95000,95000
138,6,2,1,2,1,0,18,66,36200,16200
68,1,1,1,2,1,0,21,56,95310,50000
250,1,1,3,2,2,15,20,44,272000,95000
249,6,1,1,2,1,0,16,32,12300,0
34,3,5,1,1,1,0,19,23,203000,0
90,0,5,1,1,1,0,2,4,64100,-19999
28,1,5,3,1,2,15,18,19,-60000,5000
44,1,1,1,1,1,0,13,49,174930,75000
29,6,2,1,2,1,0,11,77,17600,17600
40,3,1,1,1,1,0,19,47,56700,0
106,1,1,1,1,1,0,21,36,77400,76000
114,6,1,1,2,1,0,17,75,79400,34800
62,1,5,3,1,1,0,18,19,58500,8000
54,6,2,1,1,1,0,21,74,113000,18000
82,1,5,1,1,1,0,21,30,87000,87000
81,1,1,1,1,1,0,16,67,83200,83200
43,6,1,3,2,2,13,14,73,25900,12100
217,1,5,1,2,3,15,20,29,70000,70000
297,1,5,3,2,1,0,19,42,94800,34000
127,6,5,1,2,1,0,20,28,89000,0
115,1,3,1,1,1,0,16,68,96200,71600
23,1,3,1,1,1,0,16,58,199000,100000
111,1,5,1,1,2,13,14,16,218000,3000
86,1,3,1,2,1,0,21,65,522700,250000
67,0,5,1,1,2,12,12,15,100600,0
103,6,5,1,2,2,12,13,16,136000,0
69,0,5,1,1,1,0,2,3,179000,-19999
40,6,1,1,1,2,11,12,67,14290,9400
82,6,5,1,1,3,14,15,17,61800,0
77,2,1,1,1,1,0,19,74,162200,39500
270,6,3,1,1,1,0,16,70,37000,12000
34,1,3,1,2,1,0,23,62,33000,33000
27,1,1,1,1,1,0,21,50,213000,168000
80,6,5,1,1,1,0,17,51,-60000,45000
101,6,3,1,2,2,15,20,75,58700,58700
43,6,1,1,2,1,0,21,74,18900,3400
106,0,5,1,1,2,3,3,7,26770,-19999
51,6,1,1,1,1,0,18,70,164700,65300
190,0,5,1,1,0,0,0,1,160000,-19999
187,6,2,1,2,1,0,21,68,24100,24100
36,0,5,1,2,2,12,12,15,77000,0
107,0,5,1,2,2,3,3,7,615000,-19999
63,1,5,1,1,1,0,19,48,151800,38000
189,6,5,1,1,2,15,20,22,154000,0
41,6,1,1,2,1,0,21,52,141400,106000
264,1,5,1,2,1,0,16,27,97500,23500
52,1,1,1,2,1,0,19,40,122000,29000
220,1,3,1,2,1,0,22,51,180000,80000
49,0,5,1,2,2,7,8,11,130000,-19999
48,6,5,3,2,2,14,15,18,70000,0
21,6,5,1,1,1,0,19,60,6000,6000
10,6,5,1,2,1,0,20,33,4000,0
106,6,4,1,1,1,0,17,45,21500,0
131,1,1,1,2,1,0,20,28,145000,45000
75,6,5,1,1,3,15,16,20,210000,0
38,1,1,1,2,1,0,22,42,407000,205000
78,6,1,1,2,1,0,16,90,182600,20400
67,4,1,1,1,1,0,21,36,50000,50000
151,1,5,1,2,1,0,21,38,39000,39000
118,6,5,1,1,1,0,15,22,105000,10000
352,1,5,3,2,1,0,19,30,80000,65000
241,6,2,1,1,1,0,17,75,25600,13000
64,1,1,1,1,1,0,21,56,236000,156000
78,6,1,1,1,1,0,16,67,143400,18400
79,1,1,1,1,1,0,19,58,106600,30000
59,1,1,1,1,1,0,21,32,104000,27600
94,0,5,1,1,2,10,10,14,29500,-19999
83,6,1,1,2,1,0,16,83,919000,29000
81,1,3,1,1,3,16,19,42,120000,75000
89,1,5,1,1,2,15,20,21,231800,6000
55,1,1,1,2,1,0,20,51,106000,15000
11,1,5,1,2,1,0,17,49,79800,45000
93,1,1,1,2,1,0,22,40,129400,17000
5,6,5,1,2,1,0,18,21,-60000,0
44,6,5,1,2,2,15,20,21,190000,0
34,1,1,1,1,1,0,9,36,130000,130000
89,1,5,1,2,2,14,14,17,608200,1200
84,6,1,1,1,1,0,22,36,115000,20000
49,6,1,1,1,1,0,20,73,67000,37000
59,0,5,1,2,2,11,11,14,350000,-19999
487,1,5,1,2,2,13,13,16,154000,5000
58,6,3,1,2,1,0,21,81,50800,50800
97,6,5,1,1,1,0,19,37,180000,7000
60,0,5,1,1,2,12,13,15,143500,0
12,6,2,1,2,1,0,16,94,-60000,33500
32,1,1,1,1,1,0,16,49,85000,65000
44,6,5,1,2,3,15,16,20,180000,2000
138,0,5,1,2,2,12,12,15,226300,300
103,6,1,1,1,1,0,16,73,42480,19860
510,6,5,1,2,2,14,14,17,0,0
280,0,5,0,2,0,0,0,0,163500,-19999
45,1,1,1,2,1,0,22,69,247000,89000
15,1,5,3,2,1,0,20,25,75000,35000
74,1,2,1,2,1,0,21,59,78000,78000
30,1,4,1,1,1,0,21,59,36700,29000
96,1,1,1,1,1,0,16,34,245000,70000
15,1,1,1,2,1,0,22,53,41100,1100
76,1,1,1,2,1,0,20,60,305300,55000
233,0,5,3,1,2,9,9,12,24500,-19999
64,6,1,1,2,1,0,24,36,684000,0
96,1,5,1,2,1,0,23,31,253200,230000
93,0,5,1,1,2,11,12,15,50000,0
57,6,1,1,2,1,0,16,58,395000,0
53,6,3,1,2,1,0,19,60,28000,28000
73,1,1,1,2,1,0,21,40,133000,30000
341,6,1,1,2,1,0,1,70,69600,8400
53,6,1,1,2,1,0,16,64,28800,9800
139,1,3,1,1,1,0,19,27,140000,80000
59,6,1,1,2,1,0,14,69,64400,0
39,0,5,1,2,3,2,2,6,300000,-19999
189,1,5,3,2,1,0,19,23,31400,31400
57,6,5,1,1,1,0,22,81,-60000,13200
54,6,1,1,1,1,0,16,77,112400,100000
69,6,1,1,2,1,0,21,89,101400,42000
79,6,1,1,2,1,0,16,82,108600,15800
82,0,5,1,1,2,12,13,15,90000,0
74,6,1,1,2,1,0,18,68,24000,1600
100,1,5,1,1,1,0,21,52,38300,38300
49,1,1,1,2,1,0,16,56,117700,32700
75,6,1,1,2,1,0,19,70,48800,5000
18,6,1,1,1,1,0,16,82,90000,60000
22,1,5,1,2,1,0,16,68,48000,35000
